"3352","8","306","15.140","2012"
"3353","9","306","30.300","2012"
"3354","10","306","60.580","2012"
"3355","11","306","121.160","2012"
"3356","1","307","25.240","2012"
"3357","2","307","68.160","2012"
"3358","3","307","143.880","2012"
"3359","4","307","179.220","2012"
"3360","5","307","224.000","2012"
"3361","6","307","8.840","2012"
"3362","7","307","8.840","2012"
"3363","8","307","15.140","2012"
"3364","9","307","30.300","2012"
"3365","10","307","60.580","2012"
"3366","11","307","121.160","2012"
"3367","1","308","25.240","2012"
"3368","2","308","68.160","2012"
"3369","3","308","143.880","2012"
"3370","4","308","179.220","2012"
"3371","5","308","224.000","2012"
"3372","6","308","8.840","2012"
"3373","7","308","8.840","2012"
"3374","8","308","15.140","2012"
"3375","9","308","30.300","2012"
"3376","10","308","60.580","2012"
"3377","11","308","121.160","2012"
"3378","1","309","21.080","2012"
"3379","2","309","56.910","2012"
"3380","3","309","120.140","2012"
"3381","4","309","149.650","2012"
"3382","5","309","187.040","2012"
"3383","6","309","7.380","2012"
"3384","7","309","7.380","2012"
"3385","8","309","12.640","2012"
"3386","9","309","25.300","2012"
"3387","10","309","50.580","2012"
"3388","11","309","101.170","2012"
"3389","1","310","19.560","2012"
"3390","2","310","52.820","2012"
"3391","3","310","111.510","2012"
"3392","4","310","138.900","2012"
"3393","5","310","173.600","2012"
"3394","6","310","6.850","2012"
"3395","7","310","6.850","2012"
"3396","8","310","11.730","2012"
"3397","9","310","23.480","2012"
"3398","10","310","46.950","2012"
"3399","11","310","93.900","2012"
"3400","1","20","23.470","2012"
"3401","2","20","64.060","2012"
"3402","3","20","136.690","2012"
"3403","4","20","172.050","2012"
"3404","5","20","217.280","2012"
"3405","6","20","8.390","2012"
"3406","7","20","8.390","2012"
"3407","8","20","14.380","2012"
"3408","9","20","28.780","2012"
"3409","10","20","58.160","2012"
"3410","11","20","117.530","2012"
